id,user,tweets,date,location,favorites,retweets,english,polarity,Expression Label
1393717663155703812,enkhbat,Ерөнхийлөгчид нэр дэвшигч Н.Дангаасүрэнгийн ЭНХБАТ гэж хэн бэ ~ https://t.co/EcFjj61O36,2021-05-15 23:59:19,Ulaanbaatar,299,154,Who is the presidential candidate N.Dangaasuren&#39;s Enkhbat ~ https://t.co/EcFjj61O36,1.0,positive
1393105989260480516,batengineer,МАН-ы троллууд Д.Энхбатыг элит мэлит гээд сэвж өгч бн. Албаар сонгогчдын дургүйг хүргэх анти ухуулга. Гэтэл яг үнэндээ Энхбат гуайн төрсөн өссөн газар нь Монголын хөдөө л бдаг юм билээ.,2021-05-14 07:28:45,Mongolia,278,130,"MPP trolls call D. Enkhbat an elite. Mandatory anti-voter propaganda. But in fact, Enkhbat&#39;s place of birth and upbringing is in the Mongolian countryside.",-0.9,negative
1394875892657123328,DanzanBolormaa,"За Энхбат Хүрэлсүх 2ын ярилцлага үзлээ. Боловсрол мэдлэгтэй хүний эрхийг дээдлэх дэлхийтэй хөл нийлүүлэн алхах шинэ үеэ сонгох уу, мэдлэг боловсролгүй сэтгэл хөөрлөөрөө сэлэм барьсан бүдүүн бараг хувьсгалч сонгох уу л юм байна. Энхбат гуайг сонгоод ядаж нэг алхамаар урагшлахуудаа",2021-05-19 04:41:43,"Seoul, Republic of Korea",266,98,"Well, I watched the interview of Enkhbat Khurelsukh 2. Whether to choose a new generation to walk hand in hand with the world that respects the rights of educated people, or to choose a fat, almost revolutionary who holds a sword with his uneducated excitement. Let&#39;s choose Enkhbat guai and take at least one step forward",0.4,positive
1394497884951781378,ariukab,"Ганжавхлангаас өөр Энхбат гуайг өөрийн итгэл үнэмшлээрээ дэмжиж байгаагаа илэрхийлсэн инфлюнсерс байна уу? Дуучинцар, жүжигчинцэрүүд бүгд мөнгө чихүүлээд улаан МАН болсон байгаа байх даа",2021-05-18 03:39:38,"Tokyo, Japan",255,71,"Apart from Ganjavkhlan, are there any influencers who have expressed their support for Enkhbat guai based on their beliefs? Singers and actors have all invested money and become the Red MPP",-1.0,negative
1394301524713435136,Uyanga_ts,Энхбат ахыг хүндэлнээ. Гэхдээ бас арай ч Монголд интернетийг анх оруулж ирсэн гэж түүхээ худлаа ярьж бодохгуй л дээ. ОУ-н Pan Mongolia Networking хөтөлбөрийн хүрээнд Монголыг интернэтэд холбох болсон тул,2021-05-17 14:39:23,"Ulaanbaatar, Mongolia",215,82,"I respect brother Enkhbat. But I don&#39;t think it&#39;s a lie to say that the Internet was first introduced in Mongolia. As part of the international Pan Mongolia Networking program, Mongolia is now connected to the Internet",-0.2,neutral
1394989542403362821,myagmardorj_,"Энхбат ядаж л буу камерлуу онилж зураг авахуулахгүй, цэргийн баяраар танканд суун явж байгаа клип цацахгүй. Бидний нийгмийн систем, зарчмыг ойдгодог, хүндэлдэг хүн. Тэрэндээ л нийцүүлж ажиллана гэж итгэж байгаа. Итгэх ч үндэслэл байгаа.🙂",2021-05-19 12:13:19,Ulaanbaatar,209,77,"At least Enkhbat will not aim his gun at the camera and take pictures, nor will he broadcast a video of him riding in a tank on a military holiday. Someone who remembers and respects our social systems and principles. I hope we will work in accordance with that. There is reason to believe",0.0,neutral
1392758598317473794,Batka_,"Энхбат гуай ганцхан тохиолдолд л ялна. 

МАН хүсвэл.",2021-05-13 08:28:20,"Ulaanbaatar, Mongolia",192,43,Enkhbat guai will win only in one case. If the MPP wants.,-1.0,negative
1394939229852086274,miigaasbntv,Баттай эх сурвалжаас мэдээлэл авлаа‼️ Улсын начин Энхбат дөнгөж ухаан орсон төдий л байна . Хүний үг яриаг муухан ойлгож байгаа. Багадаа 6-н сараас нэг жилийн эмчилгээ шаардлгатай гэв🙏🙏Хурдан эдгэж эрүүл саруул болоосой🙏 https://t.co/rKeNcUxQvu,2021-05-19 08:53:23,,189,42,Got information from reliable sources‼ ️ Enkhbat has just regained consciousness. I don&#39;t understand people&#39;s words well. I need at least one year of treatment from June🙏🙏I wish you a speedy and healthy recovery🙏 https://t.co/rKeNcUxQvu,1.0,positive
1393777743792271361,dorjkhand_t,"Гадаад, дотоодод оршин суугаа иргэдийн болон олон жиргээчдийнхээ захиалгыг биелүүлж жирийн иргэн Д.Энхбат гуайг ХҮН нам, эвслийн зүгээс нэрийг нь дэвшүүлсэн.

Харин одоо хамтдаа хандив босгож бусдыгаа уриалъя.

Таны хандив нь үр хүүхэд, нийгэмдээ оруулж буй хөрөнгө оруулалт юм‼️ https://t.co/sDA4BlqwtH",2021-05-16 03:58:03,Ulaanbaatar,169,104,"D.Enkhbat, an ordinary citizen, was nominated by the HUMAN party and coalition in response to requests from citizens living abroad and at home. Now let&#39;s raise money together and encourage others. Your donation is an investment in your children and community‼ ️ https://t.co/sDA4BlqwtH",1.0,positive
1394591074824318984,Urantogtokh,"Дангаасүрэнгийн Энхбат:

Дэлхийн зах зээлтэй бөөр нийлүүлчихээд гомдол ярих эрхгүй‼️Бидэнтэй 1000 нугалсан наймаа хийж байхад хэзээ ч баян болохгүй‼️Ганцхан зам үлдсэн... Оюуны чадвараа нэмж, боловсролын тогтолцоог өөрчилье‼️Тасралтгүй сурдаг нийгмийн соёл хэрэгтэй‼️

2019.12.04 https://t.co/cYmziGoh0T",2021-05-18 09:49:57,"PR арга зүйч, МУИС-ийн докторант",161,83,Enkhbat Dangaasuren: You don&#39;t have the right to complain when you supply your kidneys to the world market‼ ️You will never get rich when you trade 1000 times with us‼ ️There is only one way ... Let&#39;s increase our intellectual capacity and change the education system‼ ️ t.co/cYmziGoh0T,-1.0,negative
1394146136940679170,Mandukhai_,"Энхбат төрөөгүй бсан бол бид өдийд ямар ч интернэтгүй, харанхуй бүдүүлэг яг л Хойд солонгос шиг байх байлаа. Тэр хүнд баярлаж залбирч явах хэрэгтэй 🙏🏻",2021-05-17 04:21:55,Mongolia,147,33,"If Enkhbat hadn&#39;t been born, we would have no internet and the darkness would be like North Korea. You need to be happy and pray for that person 🙏🏻",0.1,neutral
1394234722851581952,Mark_Burged,"Д. Энхбат гуай Элбэгдоржийн хүн гэнээ! Ккк. Би хэний хүн юм бол? Эзэн минь намайгаа бас мэдэхгүй л яваа байх даа, хөөрхий? 🙄",2021-05-17 10:13:56,Mongolia,147,28,"D. Enkhbat guai is Elbegdorj&#39;s man! Kkk. Whose person am I? My Lord doesn&#39;t know me either, does he? 🙄",0.5,positive
1394279931740184576,nganbaa,"Нэр дэвшигч Д.Энхбат гуайд пассивхаусын талаар танилцууллаа.
Толгой их дохиж байхыг бодоход ойлгож дэмжиж байгаа юм байнаа🤣🤣
Амжилт хүсье! https://t.co/QihslAKhi0",2021-05-17 13:13:34,улаанбаатар,146,24,Candidate D.Enkhbat was introduced to the passive house. I understand and support you when you nod your head 🤣🤣 Good luck! https://t.co/QihslAKhi0,1.0,positive
1394130047687020548,Aanxaa,"Энхбат гуайг муулах өнцөг олдохгүй хэцүү байх, гэхдээ яг адилхан магтах өнцөг гаргах ч их хэцүү. Одоогоор ""Тэр бол Хүрэлсүх биш учраас сонгох ёстой"" гэсэн ганц том өнцөгтэй бна :-)",2021-05-17 03:17:59,,143,26,"It is difficult not to find an angle to criticize Enkhbat guai, but it is very difficult to find an angle to praise him. Currently, there is only one big angle: &quot;He is not Khurelsukh, so we have to choose&quot; :-)",0.3,neutral
1393583249775943683,Uralmgl,"Манай Уралд төгсөгчдөөс Дангаасүрэнгийн ЭНХБАТ  Монгол улсын Ерөнхийлөгчийн сонгуульд нэр дэвшин өрсөлдөхөөр болж ""Д.Энхбатыг ерөнхийлөгчийн сонгуульд дэмжих Уралдтөгсөгчид"" групп албан ёсоор нээлтээ хийж, хуралдав.Та бүхэн шинэ группдээ нэгдэн Д.Энхбат төгсөгчөө дэмжихийг хүсье. https://t.co/QqMcH5GRNi",2021-05-15 15:05:12,,143,46,"Enkhgaat Dangaasuren, one of our alumni, has officially opened and convened a group of &quot;Alumni to Support D.Enkhbat in the Presidential Election&quot; to run for President of Mongolia. Please join your new group and support D.Enkhbat alumni. https://t.co/QqMcH5GRNi",1.0,positive
1394281084674658306,tamir_but,"Яг одоо Д.Энхбат дэлхийн түвшинд ажиллаж буй Монгол инженерүүдтэй Zoom-ээр уулзаж, сонирхолтой төслүүдийг нь сонсож байна. Залууст эдгээр төслүүдээрээ эх орныхоо хөгжилд хувьд нэмрээ оруулах боломжийг өгөхийн тулд нэр дэвшиж байгаагаа илэрхийллээ.",2021-05-17 13:18:09,,133,43,"Right now, D.Enkhbat is meeting world-class Mongolian engineers on Zoom and listening to their interesting projects. He expressed his candidacy to give young people the opportunity to contribute to the development of their country through these projects.",1.0,positive
1395006025850265601,dorjkhand_t,"Манай нэр дэвшигчийг харлуулах ганц сэдэв нь 7.01 жагсаалд оролцсон гэж. Гэтэл байр суурь нь баримтаар гараад ирлээ. Яана даа, харлуулах ажил нь нэг л явдаггүй дээ.
Мань мэтийн ХҮН-ын залуусыг Эби, Миеэ, Сү-тэй наагаад хөөрхөн сэвчдийн. Харин Энхбат гуайг хэнтэй нааж холиох бол😂 https://t.co/qsFSllJSpZ",2021-05-19 13:18:49,Ulaanbaatar,128,57,"The only topic that blackened our candidate was his participation in the 7.01 rally. However, his position was based on facts. Well, blackmailing doesn&#39;t go well. I clung to HUMAN guys like me with Abby, Mie, and Su. But who to mix Enkhbat guai with 😂 https://t.co/qsFSllJSpZ",-0.3,neutral
1393753895822897152,batengineer,"Идэрээ, Энхбат гуай 2-н төлсөн татвар, эдийн засаг нийгэмд оруулсан хувь нэмэртэй нь дүйцэх зүйл хийсэн улс төрч Монголд одоохондоо тун ховор бн. Интернэт холбоо улс орны эдийн засгийг дор хаяж 10% өсгөдөг. Англи хэл хүний амьдралын чанарыг 10% дээшлүүлдэг. Харин чи юу хийв? https://t.co/A1fp48P3zc",2021-05-16 02:23:18,Mongolia,126,43,It is very rare in Mongolia for a politician to do something similar to the taxes paid by Ideree and Enkhbat and their contribution to the economy and society. The Internet increases the country&#39;s economy by at least 10%. English improves the quality of human life by 10%. What did you do? https://t.co/A1fp48P3zc,0.7,positive
1394835111678386177,balgaa,"Энхбат захирал, Датакомын хамт олон, гадаадын мэргэжилтнүүд бид хамтдаа 1996 оны 1-р сард байгууллагын дээвэр дээр хиймэл дагуулын антен суурилуулж, интернэтийн улс хоорондын холболт хийж байхад өөр ямар компани биднээс өмнө холбочив @enkhbat :-)",2021-05-19 01:59:40,"Ulaanbaatar, Mongolia",121,54,"Director Enkhbat, Datacom&#39;s team, and foreign experts, we installed a satellite dish on the roof of the organization in January 1996 and connected to the Internet. What other company connected before us @enkhbat :-)",1.0,positive
1393540011895582721,amarbayar_m,"Би хөдөөнийх. Элит бтугай Э үсэг ч аахгүү хэрнээ Д.Энхбат ахтай форум нэвтрүүлэгт хамт ажиллаж блаа.Лав л чи элит биш, чамтай ажиллку гэж бгаагүй 😜 Тиймээс Энхбатыг элитүүд дэмжинэ гэдэг бол бусдын дургүй хүргэж хорлож бгаа хэрэг. “Пакистан” зүрх шиг өрсөлдөгчдийнх нь үйлдэл бх",2021-05-15 12:13:24,"Улаанбаатар,Монгол улс",116,51,"I am from the countryside. Elite, I didn&#39;t even write the letter E, but I worked with D.Enkhbat on the forum program. Of course, you are not an elite, I didn&#39;t want to work with you. The actions of its rivals like the heart of &quot;Pakistan&quot; bh",-1.0,negative
1395022757377634314,Uyanga_ts,Энхбат ах гарахгуй ээ. Тэгэхээр та нарын эморлоос болж Хүрэлсүх гарна,2021-05-19 14:25:18,"Ulaanbaatar, Mongolia",116,25,Brother Enkhbat will not come out. So Khurelsukh will come out because of your emor,-0.3,neutral
1392798258481692672,MBBontoi,"Харин ч Энхбат гуайн дэмжигч нар бусад хоёрынхоос хавьгүй илүү соёлтой байгаа харагдсан шүү. Үүнийг мэддэг юм байж ийм муухай далд явуулга онцгүй л харагдаж байна, Батка! https://t.co/YWjbOOEne8",2021-05-13 11:05:56,"Ulaanbaatar, Mongolia",109,30,"On the contrary, Enkhbat&#39;s supporters seemed to be much more cultured than the other two. Knowing this, such an ugly conspiracy doesn&#39;t look special, Batka! https://t.co/YWjbOOEne8",-0.4,negative
1392770151431360523,Batka_,"Энхбат гуайн хамгийн том өрсөлдөгч нь хэн бэ?

Бусдыг доромжлох өөрийнх нь дэмжигч нар.",2021-05-13 09:14:15,"Ulaanbaatar, Mongolia",108,25,Who is Enkhbat&#39;s biggest competitor? His supporters who insult others.,-0.8,negative
1394567122928508928,batengineer,Энхбат гуайг харлуулах өнцөгөө хайсаар бгаад Элбэгдоржид наах чиглэл авцгаасан юм шиг бн. Гадаад харилцаанд хамгийн сайн бсан ерөнхийлөгчтэй наасан нь бас яамай даа хахаха,2021-05-18 08:14:46,Mongolia,107,31,It seems that Enkhbat guai was looking for a way to blacken him and was directed to hang Elbegdorj. It&#39;s okay to stick with the president who is the best in foreign relations hahaha,0.0,neutral
1394921063356710914,naranbayarp,Болор захирал гэхээр хувийн хэвшлийнхэн тэр дотроо харилцаа холбооныхон мэднэ. Харин ХҮН-ын ууган гишүүдийн нэг гэдгийг тэр бүр мэдэхгүй байх. Өнөөдөр Энхбат нэр дэвшигчийн хандивын аянд нэгдсэнээ илэрхийлэв. Илүү гэрэлтэй ирээдүйн төлөө ингэж байгаагаа тэрбээр шулуухан өгүүллээ https://t.co/t68glGQmbo,2021-05-19 07:41:12,Ulaanbaatar,105,35,"Bolor is known to the private sector, including the telecommunications industry. But not everyone knows that he is one of the oldest members of HUMAN. Today, Enkhbat announced that he had joined the candidate&#39;s fundraising campaign. He is outspoken about a brighter future https://t.co/t68glGQmbo",0.2,neutral
1395282935918387205,Mandolinchin,"Нэр дэвшиж буй 3 эрхэм Энхбат ах, найз Хүрэлсүх, Эрдэнээ дарга нартаа бүгдэд нь амжилт хүсье!
Миний хувьд Хүрэлсүх найзаа дэмжинэ.
Зүгээр л нэг дэмжинэ гэж хэлэхгүй.
Өөрийнхөө чадах бүхий л зүйлээр тус дэм болохыг хичээнэ.
Go Hook! https://t.co/8DoGAI9cUs",2021-05-20 07:39:09,,104,35,"Good luck to all three nominees, Mr. Enkhbat, his friends Khurelsukh and Mr. Erdenee! As for me, I will support my friend Khurelsukh. I&#39;m not just saying yes. Try to help as much as you can. Go Hook! https://t.co/8DoGAI9cUs",0.9,positive
1394169296956268549,BatmunkhIT,Энхбат чинь Еөкийн зөвлөх байж шүү https://t.co/0UWjZ7kS3t,2021-05-17 05:53:57,,98,80,Enkhbat was Yok&#39;s advisor https://t.co/0UWjZ7kS3t,1.0,positive
1394301706767257601,Uyanga_ts,МУ-н ЗГ Датаком гэж Төрийн өмчит компани бгуулж Энхбат гуайг захирлаар нь томилж бсым шүү. Тэр үед шилэн кабель нэвтрээгүй бсан ба харилцаа холбооны телефон утасны шугамаар DSL холболт хийж инернэт рүү орж бсан.,2021-05-17 14:40:06,"Ulaanbaatar, Mongolia",98,40,"The Mongolian government established a state-owned company, Datacom, and appointed Enkhbat as its director. At that time, there was no fiber optic cable, and a DSL connection was made to the Internet through a telecommunications telephone line.",-0.7,negative
1395268911440941057,dbinderiya,"Энхбат гарахгүй шдээ ... энэ том систем, мөнгөний өөдөөс яах юм гэхийн 🧐
Тэгээд МАНАНтай дарангуйлалын систем хүсээд байгаамуу гэхээр үгүй гэхийн 
Юу хүсээд байгаагаа мэдэж л байгаа бол ДУУГАЙ Л ЭНХБАТЫГАА ДЭМЖ Л ДЭЭ!!! Өөр сонголт хийгээд л үз!",2021-05-20 06:43:25,Ulaanbaatar,97,51,"Enkhbat won&#39;t come out ... what will happen to this big system and money 🧐 And if you want a dictatorial system with MIST, you will say no. Try another option!",-1.0,negative
1394487184342720513,Uyanga_ts,"Албан ёсны нотлох баримт гаргаад тавиад эхэлбэл Энхбат гуайг харлуулсан болчих бх даа. Үнэн юм үнэнээрээ сайхан, битгий нэр дэвшигчээ баллаад бай гэхээр фанатизмын солиоролдоо живчхийн",2021-05-18 02:57:07,"Ulaanbaatar, Mongolia",97,26,"If official evidence is released, Enkhbat guai will be blackened. The truth is, it&#39;s beautiful, don&#39;t ruin your candidate, don&#39;t drown in the madness of fanaticism.",-1.0,negative
1393505214968123396,Erdembayar_ts,"Хүүк бол хүмүүнлэг иргэний нийгэмд ерөнхийлөгч байхад таарахгүй хүн, дипломатч бол бүр биш
Эрдэнэ бол хөгшин хулигаан
Энхбат бол ухаалаг үг л хэлдэг их сургуулийн профессор байхад л таарсан хүн",2021-05-15 09:55:07,Mongolia UB,91,27,"Hook is a human being who is not suitable to be president in a civil society, not even a diplomat. Erdene is an old hooligan. Enkhbat is a university professor who speaks only wise words.",-0.9,negative
1395030283418673154,Sanchir_philo,Д.Энхбат гуайг дэмжиж буй бүх хүмүүст баярлалаа...,2021-05-19 14:55:12,"Wien, Österreich",84,15,Thank you to everyone who supports D.Enkhbat ...,1.0,positive
1393575040243752962,sogoomn,"Энхбат ах гэхдээ Элбэгдоржийн зөвлөх байхдаа, УИХ-ын юу хийсэн юмбээ? Зүгээр л асуулт шүү. Би одоо айж байна ХҮН-ээс :-))",2021-05-15 14:32:35,Mongolia,83,35,But what did Enkhbat do when he was Elbegdorj&#39;s advisor? It&#39;s just a question. I&#39;m afraid of PERSON now :-)),-1.0,negative
1394137027478573060,TuulBS,"Яагаад Д.Энхбат вэ гээд байх юм. Монгол улсын ерөнхийлөгч олон улсад биднийг төлөөлж, эв нэгдлийн билэг тэмдэг байх учиртай. Үгүй ядаж л хоёр хөрш орны хэлээр асуудалгүй ярьдаг гэдэг нь л захын нэг дэмжих жижигхэн шалтгаан болж байна. Нөгөө 2-оос ялгаатай нь өндөр боловсролтой. https://t.co/yIUrzlk2o5",2021-05-17 03:45:43,,83,39,"Why D.Enkhbat? The President of Mongolia should represent us internationally and be a symbol of unity. At least the fact that they speak the languages of two neighboring countries without any problems is a small reason for the market&#39;s support. Unlike the other two, he has a higher education. https://t.co/yIUrzlk2o5",0.5,positive
1395034029401927688,110Orgio,"Энхбат гоё сайхан л гээд байхын. Сонгууль ямар ""бяцхан мисс"" тэмцээн юмуу. Жаахан бодитой пиард л даа",2021-05-19 15:10:05,Mongolia,78,30,Enkhbat is beautiful. What a &quot;little miss&quot; contest. It&#39;s a bit of real PR,0.6,positive
1395221587058520065,tuvshinbat89,Энэ сонгуульд Энхбат @enkhbat гарах магадлал муу ч гэсэн Нийт Монголчуудад эрдэм боловсрол хүмүүжил төлөвшил хэр чухал гэдгийг мэдрүүлж өгч байгаа @Hunnam_mn нийт залуусдаа баярлалаа Энэ бол сайн үлгэр шинэ стандартын загвар болог! @dorjkhand_t @Naidalaa @Munkhsoyol_Econ @aagiiah,2021-05-20 03:35:22,Mongolia,78,27,"Enkhbat @enkhbat is unlikely to run in this election, but thank you @Hunnam_mn for making all Mongolians feel the importance of education and maturity. This is a good example, a new standard model! @dorjkhand_t @Naidalaa @Munkhsoyol_Econ @aagiiah",1.0,positive
1394894371116355584,o_purevdorj,Э.Энхбат начин ухаан оржээ https://t.co/RLqVpDxDWx,2021-05-19 05:55:08,,77,10,E.Enkhbat came to his senses https://t.co/RLqVpDxDWx,1.0,positive
1394952384615387139,artanyan,"Инфлүүнсэр байхгүй, жиргээч байхгүй. Постер л байна. 
#Энхбат #100Етөгрөг https://t.co/Y56IYL47iu",2021-05-19 09:45:40,Улаанбаатар Монгол,72,48,"No influencers, no tweets. It&#39;s just a poster. #Enkhbat # 100Etugrug https://t.co/Y56IYL47iu",-0.4,negative
1394459289738125316,DNN_MN,"Д.Энхбат: Би нэг зүйлд их санаа зовж байна. Монголын ардчилал үнэхээр нэг намын дарангуйллаар солигдох вий гэхээс айж байна
https://t.co/H3rNgTMKPa https://t.co/IyHaXtHIZm",2021-05-18 01:06:17,"Ulaanbaatar, Mongolia",72,42,D.Enkhbat: I am very worried about one thing. I am afraid that Mongolia&#39;s democracy will be replaced by a one-party dictatorship https://t.co/H3rNgTMKPa https://t.co/IyHaXtHIZm,-1.0,negative
1394930349420027907,UblineMn,Б. Жаргалсайхан: Д. Энхбат хаачсан юм бэ?... https://t.co/0t3GmtQ2D9,2021-05-19 08:18:06,Mongolia,71,67,B. Jargalsaikhan: D. Where is Enkhbat? ... https://t.co/0t3GmtQ2D9,0.8,positive
1394301915047940102,Uyanga_ts,"Хожмоо Энхбат гуай харин хувьчилж аваад Magicnet гэдэг сүлжээ нээж цэг mn домэйны хост эзэмшдэг болсон юм. ОУ-н байгууллагууд цэг org, хувийнхан цэг com домэйн дээр e-meal хаягаа host хийж нээдэг бсан бол манайхан https://t.co/9BL2H5eMng гэсэн домэйнээр мэйлтэй болж эхэлсэн үе.",2021-05-17 14:40:56,"Ulaanbaatar, Mongolia",70,20,"Later, Enkhbat guai privatized and opened a network called Magicnet and became the host of the point mn domain. International organizations used to host e-meal addresses on the point org and private hosts on the point com domain, while Mongolians started to have e-mail on the domain https://t.co/9BL2H5eMng.",-1.0,negative
1392765712255627271,ob2133,Ерөнхийлөгчид нэр дэвшигч Н.Дангаасүрэнгийн ЭНХБАТ гэж хэн бэ https://t.co/hDWi6gGFMV,2021-05-13 08:56:36,Mongolia,69,52,Who is the presidential candidate N.Dangaasuren&#39;s Enkhbat https://t.co/hDWi6gGFMV,-1.0,negative
1394849646602866695,ob2133,"Зөв Хүн-Электорат эвслийн нэр дэвшигч Д.Энхбат гуайтай хамт хурал хийж байна. Хурал, хурал, хурал. https://t.co/le9UZbo5v2",2021-05-19 02:57:25,Mongolia,66,18,"We are holding a meeting with D.Enkhbat, the candidate of the Right Man-Electorate coalition. Meetings, meetings, meetings. https://t.co/le9UZbo5v2",0.7,positive
1393086850437292032,zolboon,"Хүүк бол Ардын Хүү буюу ард түмний сонголт, харин Энхбат бол элитист үзэлтэй, хульхи сэхээтнүүдийн сонголт гэсэн пропаганда яваад эхэлсэн юм уу. Хар пиар-даа ч сайн л даа МАН-ынхан. Positioning нь айхтар байна. Тэхдээ энэ арга явахгүй ээ.",2021-05-14 06:12:42,Mongolia,66,34,"The propaganda that Hook is the Son of the People or the people&#39;s choice, and Enkhbat is the choice of the elite and crooked intellectuals has begun. The MPP is good at black PR. Positioning is terrible. But this method does not work.",-0.5,negative
